shipToCode,name,address1,address2,city,postalCode
203459,EH HEART SPECIALIST P/L- DR ERIC HONG,3 MOUNT ELIZABETH,#03-09 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203465,SHENTON FAMILY MEDICAL CLINIC (CLEMENTI),BLOCK 451 CLEMENTI AVENUE 3,#01-309,SINGAPORE,120451
203466,SHENTON FAMILY MEDICAL CLINIC (DUXTON),1 CANTONMENT RD.,#01-02 PINNACLE @ DUXTON,SINGAPORE,080001
203467,HEART MATTERS MEDICAL CTR. PTE LTD,3 MOUNT ELIZABETH,#16-08 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203471,ISLAND ORTHOPAEDIC CONSULTANTS P/L,3 MOUNT ELIZABETH,#05-08 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
203476,HEALTHWERKZ MEDICAL CTR@ORCHARD C/O AMELIO MEDICAL,9 SCOTTS ROAD,#11-02 PACIFIC PLAZA,SINGAPORE,228210
203478,LIM ING HAAN CARDIOLOGY PTE LTD,3 MOUNT ELIZABETH,#04-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203482,CHUA MEDICO CLINIC LLP,BLOCK 529 ANG MO KIO AVENUE 10,#01-2323 ( ALL ORDERS BY CORP-C),SINGAPORE,560529
203489,NEXUS SURGICAL ASSOCIATES PTE LTD,3 MOUNT ELIZABETH,#08-06 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203491,DR CHUA'S FAMILY CLINIC PTE LTD,BLOCK 638 JURONG WEST ST 61,#02-04,SINGAPORE,640638
203496,ASIAN HEART & VASCULAR CENTRE,3 MOUNT ELIZABETH,#16-07 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203497,THE VASCULAR & GENERAL SURGERY CTR PTE LTD,290 ORCHARD RD.,#18-05 PARAGON MEDICAL SUITE,SINGAPORE,238859
203502,DR JITEN & CAROLINE MEDICAL CTR + X-RAY,10 JALAN SERENE,#02-01/02 SERENE CTR.,SINGAPORE,258748
203503,MINT MEDICAL CTR. - DR DORA CHEONG,1 HARBOURFRONT PLACE,#01-10 HARBOURFRONT TOWER 1,SINGAPORE,098633
203508,ONEDOCTORS MEDICAL CTR- DR SOH WAH NGEE,23 SERANGOON CENTRAL,#01-54/55 NEX,SINGAPORE,556083
203514,RAFFLES MEDICAL GRP LTD- SERANGOON CENTRAL,23 SERANGOON CENTRAL,#B2-01 NEX,SINGAPORE,556083
203518,KH NG SURGERY C/O K H NG GLENEAGLES MEDICAL CTR P/,6A NAPIER RD.,#10-03 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258500
203519,PARKWAY SHENTON PTE LTD,8A MARINA BOULEVARD,#B2-76 MARINA BAY LINK MALL,SINGAPORE,018984
203520,NORTHEAST HEALTH INTERNATIONAL P/L,994 BENDEMEER RD.,#06-09 B CENTRAL,SINGAPORE,339943
203521,HO KOK SUN COLORECTAL PTE LTD,3 MOUNT ELIZABETH,#12-09 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203522,WINSLOW CLINIC,10 SINARAN DRIVE,#09-21/22/23 NOVENA MEDICAL CENTRE,SINGAPORE,307506
203523,KENSINGTON FAMILY CLINIC (SERANGOON) GARDENS P/L,14D KENSINGTON PARK RD.,SERANGOON GARDEN ESTATE,SINGAPORE,557265
203524,DR HELEN TAN CLINIC C/OWELLCHEM PHARMACEUTICALS PL,BLOCK 225 JURONG EAST ST 21,#01-801,SINGAPORE,600225
203525,HEALTHWERKZ MEDICAL GROUP PTE LTD HEALTHWERKZ MEDI,BLOCK 355 SEMBAWANG WAY,#01-02,SINGAPORE,750355
203529,THE MEDICAL AND AESTHETIC CLINICP/L,270 SIMS AVENUE,,SINGAPORE,387514
203533,HEALTHWAY JAPANESE MEDICAL CTR.,176 ORCHARD ROAD,#06-05 THE CENTREPOINT,SINGAPORE,238843
203542,THE KIDNEY CLINIC PTE LTD,3 MOUNT ELIZABETH,#12-09 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203544,TRINITY MEDICAL PTE LTD,6 SHENTON WAY,#21-10 OUE DOWNTOWN 2,SINGAPORE,068809
203548,PROHEALTH MEDICAL GROUP @ LRT FERNVALE P/L,BLOCK 437 FERNVALE RD.,#01-04,SINGAPORE,790437
203552,SAGEMED PTE LTD,3 MOUNT ELIZABETH,#06-01/02 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,258499
203579,HEART LUNG & VASCULAR CTR. PTE LTD,3 MOUNT ELIZABETH,#17-13 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203581,RAFFLES MEDICAL GRP P/L- ASIA SQUARE TOWER,BLOCK 8 MARINA VIEW,#07-02 ASIA SQUARE TOWER 1,SINGAPORE,018960
203582,TT LIM CARDIOLOGY PTE LTD C/O DR.TTLIM CARDIOLOGY,290 ORCHARD RD.,#17-10 THE PARAGON,SINGAPORE,238859
203585,THE CLINIC @ CAMPUS PTE LTD,70 STAMFORD RD.,#B1-21 LI KA SHING LIBRARY BUILDING,SINGAPORE,178901
203591,HILL SPRING MEDICAL LLP,12 JALAN LEBAN,SEMBAWANG HILLS ESTATE,SINGAPORE,577552
203594,SHENTON FAMILY MEDICAL CLINIC (TOWNER),102 TOWNER RD.,#01-268 TOWNERVILLE,SINGAPORE,322102
203605,LIM JIT FONG COLORECTAL CTR. P/L,6 NAPIER RD.,#09-09 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203608,HEALTHWAY MEDICAL CLINIC,BLOCK 443 CLEMENTI AVENUE 3,#01-63 ( MON-THUR 8.30 - 5.00PM),SINGAPORE,120443
203609,HEALTHWAY MEDICAL CLINIC,3 GATEWAY DRIVE,#04-32 WESTGATE,SINGAPORE,608532
203610,QUAH HAK MIEN COLORECTAL CTR. P/L,6 NAPIER RD. #05-01,GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
203611,PARKWAY SHENTON PTE LTD,BLOCK 625 ELIAS RD.,#01-324B ELIAS MALL,SINGAPORE,510625
203619,THE VEIN CLINIC & SURGERY PTE LTD,290 ORCHARD RD.,#11-08 PARAGON,SINGAPORE,238859
203620,HEALTHCARE (RAILMALL) PTE LTD,446 UPPER BUKIT TIMAH RD.,RAILMALL,SINGAPORE,678067
203622,THE WELLNESS CLINIC P/L- DR KRISHNASWAMY RAM,1 ORCHARD BOULEVARD,#04-09 CAMDEN MEDICAL CENTRE,SINGAPORE,248649
203624,RAFFLES MEDICAL GRP LTD- CHANGI CITY PT.,5 CHANGI BUSINESS PARK CENTRAL,CHANGI CITY POINT #B1-55/56,SINGAPORE,486038
203625,RAFFLES MEDICAL GRP LTD- EAST COAST,112 EAST COAST RD.,#03-17 112 KATONG,SINGAPORE,428802
203626,DRS. BAIN & PARTNERS LLP,2 INTERNATIONAL BUSINESS PARK,#01-06A/07A THE STRATEGY,SINGAPORE,609930
203628,PARKWAY SHENTON P/L - JURONG POINT,1 JURONG WEST CENTRAL 2,#01-40/41/42 JURONG POINT SHOPPING CTR,SINGAPORE,648886
203631,"DANIEL WAI DIABETES,THYROID & HORMONE CLINIC P/L",3 MOUNT ELIZABETH,#03-04 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203633,PARSONS MEDICAL CLINIC PTE LTD,BLOCK 779 YISHUN AVENUE 2,#01-1541,SINGAPORE,760779
203635,KI MEDICAL CLINIC PTE LTD,BLOCK 416 ANG MO KIO AVENUE 10,#01-975,SINGAPORE,560416
203638,PHOENIX MEDICAL GROUP PTE LTD,1 SELETAR RD. GREENWICH V,#02-11,SINGAPORE,807011
203650,DESMOND WAI NOVENA PTE LTD,38 IRRWADDY RD #06-35,MT ELIZABETH NOVENA MEDICAL CENTRE,SINGAPORE,329563
203652,ALPHA JOINTS & ORTHOPAEDIC PTE LTD,6 NAPIER RD.,#02-20 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203653,T G NG KIDNEY & MEDICAL CTR.,6 NAPIER ROAD,"#09-19, GLENEAGLES MEDICAL CTR.",SINGAPORE,258499
203654,GI ASSOCIATES GASTROENTEROLOGY PTE. LTD. C/O GI AS,6 NAPIER RD.,#10-02 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203655,E MEDICAL CLINIC & SURGERY (TOA PAYOH),BLOCK 126 LORONG 1 TOA PAYOH,#01-567,SINGAPORE,310126
203658,ONEDOCTORS (HV) PTE LTD,253 HOLLAND AVENUE,#02-01,SINGAPORE,278982
203661,TAY CLINIC PTE LTD,BLOCK 117 BEDOK RESERVOIR RD.,#01-62,SINGAPORE,470117
203662,RAFFLES MEDICAL GROUP,50 RAFFLES PLACE,#01-02A SINGAPORE LAND TOWER,SINGAPORE,048623
203671,COLORECTAL CLINIC ASSOCIATES P/L,MT. ELIZABETH NOVENA SPEC. CTR.,38 IRRAWADDY ROAD #10-48/49,SINGAPORE,329563
203673,CARING FAMILY CLINIC PTE LTD,BLOCK 501 JURONG WEST ST. 51,#01-271,SINGAPORE,640501
203676,PROHEALTH MEDICAL GROUP @ PUNGGOL DAMAI P/L,BLOCK 612 PUNGGOL DRIVE,#01-05,SINGAPORE,820612
203679,THE HARLEY STREET HEART CENTRE DR.REGINALD LIEW,6 NAPIER RD.,#02-38/41 GLENEAGLES HOSPITAL(ANNEX BLK),SINGAPORE,258500
203680,YIM GASTROENTEROLOGY LIVER & ENDOSCOPY CTR,38 IRRAWADDY RD. #07-39,MOUNT ELIZABETH NOVENA SPECIALIST CENTRE,SINGAPORE,329563
203687,CLINIC FOR DIGESTIVE SURGERY #11-58 MT ELIZABETH N,"38 IRRAWADDY RD., #11-58",MOUNT ELIZABETH NOVENA SPECIALIST CENTRE,SINGAPORE,329563
203689,JURONG DAY & NIGHT CLINIC PTE LTD,BLOCK 966 JURONG WEST ST. 93,#01-219,SINGAPORE,640966
203691,NAIR CARDIAC MEDICAL SPECIALIST CTR,38 IRRAWADDY RD.,#07-35 MT E. NOVENA SPECIALIST CTR,SINGAPORE,329563
203695,ME NOVENA SPECIALIST GROUP PTE LTD,38 IRRAWADDY RD.,#08-36/7/8/9 MT E. NOVENA HOSPITAL,SINGAPORE,329563
203698,ACCESS MEDICAL PTE LTD,BLK 2 SIM CLOSE,#03-12 GEMINI @ SIMS,SINGAPORE,461059
203703,TSP CLINICS PTE LTD C/O THE SURGICAL PRACTICE@MT E,38 IRRAWADDY RD.,#04-27/28 MT ELIZABETH NOVENA SPEC CTR,SINGAPORE,329563
203708,HALLEY MEDICAL PTE LTD,1 HOUGANG ST 91,#01-21 HOUGANG 1,SINGAPORE,538692
203712,ONCOCARE MEDICAL P/L C/O ONCOCARE CANCER CTR,38 IRRAWADDY RD.,#09-59TO63 MT E NOVENA SPECIALIST CTR,SINGAPORE,329563
203729,ORTHOPAEDIC AND SPINE CLINIC P/L,3 MOUNT ELIZABETH,#13-06 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
203733,IFC BEDOK PTE LTD,BLOCK 763 BEDOK RESERVOIR VIEW,#01-283,SINGAPORE,470763
203734,CHUATJUSIANG GASTROINTESTINALENDO- SCOPY&LIVERCTR,38 IRRAWADDY ROAD,#09-44 MOUNT ELIZABETH NOVENA SPECIALIST CENTRE,SINGAPORE,329563
203737,PARKWAY SHENTON P/L- SENGKANG CTRAL,10 SENGKANG CENTRAL,#01-04 BUANGKOK NEL MRT STATION,SINGAPORE,545061
203742,TRINITY MEDICAL (PUNGGOL) PTE LTD,BLOCK 273C PUNGGOL PLACE,#01-880,SINGAPORE,823273
203743,KIM TIAN GREEN FAMILY CLINIC DR ZENG TAO,BLOCK 126 KIM TIAN RD.,#01-06,SINGAPORE,160126
203745,ONEDOCTORS HEALTHCARE PTE LTD,BLOCK 846 YISHUN RING RD.,#01-3611,SINGAPORE,760846
203748,DR BL LIM CTR FOR PSYCHOLOGICAL WELLNESS P/L,6 NAPIER RD.,#09-09 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
203750,HEALTHWAY MEDICAL CLINIC- PUNGGOL PLACE,BLOCK 273C PUNGGOL PLACE,#01-874,SINGAPORE,823273
203752,PARKWAY SHENTON P/L- 2 CHANGI BUSINESS PARK,2 CHANGI BUSINESS PARK AVENUE 1,#01-03-UE BIZ HUB EAST,SINGAPORE,486015
203762,WAN MEDICAL CLINIC,BLOCK 416 BEDOK NORTH AVE 2,#01-21,SINGAPORE,460416
203772,PARKWAY SHENTON PTE LTD,10 TANAH MERAH BESAR RD.,CHANGI WOMEN PRISON,SINGAPORE,498834
203773,PARKWAY SHENTON P/L- CLUSTER B UPPER CHANGI RD NOR,984 UPPER CHANGI RD. NORTH,,SINGAPORE,506969
203774,PARKWAY SHENTON P/L- CLUSTER A UPPER CHANGI RD NOR,982 UPPER CHANGI RD. NORTH,,SINGAPORE,507709
203780,INTERNATIONAL BABY CHILD & ADOLESCENT CLINIC,BLOCK 726 ANG MO KIO AVENUE 6,#01-4154/4156 AMK TOWN CTR.,SINGAPORE,560726
203793,LENS MEDICAL GROUP PTE LTD RCMC RIVERVALE CRESCENT,182A RIVERVALE CRESCENT,#01-04,SINGAPORE,541182
203794,THE HARLEY STREET ONCOLOGY CENTRE,38 IRRAWADDY RD.,#07-41 MT ELIZABETH NOVENA SPEC CTR,SINGAPORE,329563
203798,NOVENA CANCER CTR. PTE LTD,38 IRRAWADDY RD. #09-41 NOVENA,"CANCER CTR, MT E NOVENA SPECIALIS",SINGAPORE,329563
203802,THE CLINIC @ FUSIONOPOLIS PTE LTD,1 FUSIONOPOLIS WAY,#03-10 CONNEXIS,SINGAPORE,138632
203803,ETERN MEDICAL PUNGGOL PTE LTD,70 PUNGGOL CENTRAL,#01-05 PUNGGOL MRT STAT.,SINGAPORE,828868
203806,THE ENDOCRINE CLINIC @ NOVENA P/L,38 IRRAWADDY RD.,#08-56 MOUNT ELIZABETH,SINGAPORE,329563
203809,PARKWAY SHENTON P/L- DR ONG LI LING,90 BRAS BASAH,#B1-02 ESPLANADE MRT STATION,SINGAPORE,189562
203818,SINGAPORE PAIN CLINIC PTE LTD C/O SPECIALIST PAIN,38 IRRAWADDY RD.,#07-22/23 MT ELIZABETH NOVENA SPECMEDCTR,SINGAPORE,329563
203819,PROVIDENCE CLINIC @REDHILL,BLK 86 REDHILL CLOSE,REHILL CLOSEPROVIDENCE CLINIC,SINGAPORE,150086
203828,THE COLORECTAL CLINIC PTE LTD,820 THOMSON RD.,#07-51 MT ALVERNIA HOSP MEDICAL CENTRE D,SINGAPORE,574623
203833,TRINITY MEDICAL GROUP PTE LTD,87 MARINE PARADE CENTRAL,#01-503,SINGAPORE,440087
203834,PROHEALTH MEDICAL GROUP @ PUNGGOL SPECTRA P/L,BLOCK 622D PUNGGOL CENTRAL,#01-02,SINGAPORE,824622
203885,BREASTCARE SURGERY PTE LTD,3 MOUNT ELIZABETH,#13-01 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
203887,NICHII INTERNATIONAL CLINIC PTE LTD,1 FARRER PARK STATION ROAD,#07-05/06 CONNEXION,SINGAPORE,217562
203889,RAFFLES MEDICAL GROUP LTD WHITE SANDS,1 PASIR RIS CENTRAL STREET 3,#04-19 WHITE SANDS SHOPPING CENTRE,SINGAPORE,518457
203896,CHEST AND INTERNAL MEDICAL CLINIC PTE LTD,38 IRRAWADDY ROAD,#10-25 MOUNT ELIZABETH SPECIALIST CENTRE,SINGAPORE,329563
203900,GUTCARE NOVENA,38 IRRAWADDY ROAD,#10-58 MT. E NOVENA SPECIALIST CENTRE,SINGAPORE,329563
300001,PARKWAY HOSPITALS SINGAPORE PTE LTD,TOWER 5 CONNECTION ONE,BLK 167 JALAN BUKIT MERAH #16-10,SINGAPORE,427572
300002,PARKWAY HOSPITALS SINGAPORE PTE LTD,"TOWER 5 , CONNECTION ONE",BLK 167 JALAN BUKIT MERAH #16-10,SINGAPORE,258499
300005,MOUNT ALVERNIA HOSPITAL,820 THOMSON RD.,PHARMACY DEPARTMENT,SINGAPORE,574623
300006,PARKWAY HOSPITALS SINGAPORE PTE LTD,"TOWER 5, CONNECTION ONE",BLOCK B LEVEL 2,SINGAPORE,228510
300007,ST ANDREW'S COMMUNITY HOSPITAL,8 SIMEI ST. 3,,SINGAPORE,529895
300009,THOMSON MEDICAL PTE LIMITED,337-339 THOMSON RD.,,SINGAPORE,307676
300025,KK WOMEN'S AND CHILDREN'S HOSPITAL PTE LTD,"PHARMACY DEPARTMENT, BASEMENT 1","PHARMACY DEPARTMENT, BASEMENT 1",SINGAPORE,229899
300040,ST. LUKE'S HOSPITAL FOR THE ELDERLY LTD,2 BUKIT BATOK ST. 11,SINGAPORE,SINGAPORE,659674
300064,WEST POINT HOSPITAL PTE LTD,235 CORPORATION DRIVE,,SINGAPORE,619772
300076,PARKWAY HOSPITALS SINGAPORE PTE LTD C/O PARKWAY CA,C/O PARKWAY CANCER CTR.,#13-16/17 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
300077,PARKWAY HOSPITALS SINGAPORE PTE LTD C/O PARKWAY CA,3 MT ELIZABETH,#02-00 MT ELIZABETH HOSP,SINGAPORE,228510
300118,PARKWAY HOSPITALS SINGAPORE PTE LTD,"TOWER 5, CONNECTION ONE",BLK 167 JALAN BUKIT MERAH #16-10,SINGAPORE,329563
300121,PARKWAY HOSPITALS SINGAPORE PTE LTD C/O PARKWAY CA,C/O PCC. 38 IRRAWADDY RD.,#05-52/55 MT E. NOVENA MEDICAL CTR,SINGAPORE,329563
400001,ALCARE PHARMACEUTICALS PTE LTD,12A JALAN AMPAS,#03-03 BALESTIER WAREHOUSE,SINGAPORE,329516
400002,A.M. PHARMACY (PTE) LTD,150 ORCHARD RD.,#04-06 ORCHARD PLAZA,SINGAPORE,238841
400032,PAN-MALAYAN PHARMACEUTICALS PTE LTD,16 TAI SENG STREET,LEVEL 4,SINGAPORE,534138
400034,PRINCETON PHARMACY PTE LTD,1 CLEMENTI LOOP,#06-02/03 CLEMENTI WEST LOGISPARK,SINGAPORE,129808
400050,H C P PTE LTD,150 ORCHARD ROAD,#04-06 ORCHARD PLAZA,SINGAPORE,238841
400099,NTUC HEALTH CO-OPERATIVE LTD - WH1,55 UBI AVENUE 1,#08-08,SINGAPORE,408935
400101,SINGAPORE GENERAL HOSPITAL PTE LTD -RETAIL PHARMAC,BLOCK 8 LEVEL 2,OUTRAM ROAD,SINGAPORE,169608
400107,ESSENTIALS PHARMACY,101 UPPER CROSS ST.,#01-23 PEOPLE'S PARK CTR.,SINGAPORE,058357
400127,ALCHEMY PHARMACY,BLK 258 PASIR RIS STREET 21,#01-14 LOYANG POINT,SINGAPORE,510258
400140,NATIONAL HEALTHCARE GRP PHARM.- AMK,BLOCK 723 ANG MO KIO AVE 8,LEVEL 1 OR 3,SINGAPORE,569666
400141,NATIONAL HEALTHCARE GRP PHARM.- HOUGANG,89 HOUGANG AVE 4,,SINGAPORE,538829
400143,NATIONAL HEALTHCARE GRP PHARM.- BKT BATOK,50 BUKIT BATOK WEST AVE 3,,SINGAPORE,659164
400144,NATIONAL HEALTHCARE GRP PHARM.- JURONG,190 JURONG EAST AVE 1,,SINGAPORE,609788
400145,NATIONAL HEALTHCARE GRP PHARMACY WOODLANDS,10 WOODLANDS ST 31,,SINGAPORE,738579
400146,NATIONAL HEALTHCARE GRP PHARM.- YISHUN,2 YISHUN AVENUE 9,LEVEL 3 YISHUN POLYCLINIC,SINGAPORE,768898
400147,NATIONAL HEALTHCARE GRP PHARMACY CCK,2 TECK WHYE CRESCENT,,SINGAPORE,688846
400153,NATIONAL UNIVERSITY HOSPITAL (S) PTE LTD - RETAIL,LOWER KENT RIDGE RD.,PHARMACY DEPT,SINGAPORE,119074
400156,TAN TOCK SENG HOSPITAL PTE LTD RETAIL PHARMACY,MOULMEIN RD.,SINGAPORE,SINGAPORE,308087
400157,CHANGI GENERAL HOSPITAL PTE LTD RETAIL PHARMACY,2 SIMEI ST. 3,SINGAPORE,SINGAPORE,529889
400170,JOYSON PTE LTD,"1 UPPER ALJUNIED LINK, BLOCK A",#05-06 JOO SENG WAREHOUSE,SINGAPORE,367901
400181,MHC HEALTHCARE PTE LTD,1 COMMONWEALTH LANE,#02-15,SINGAPORE,149544
400185,NATIONAL HEALTHCARE GRP PHARM.- PHARMACY SERVICE C,10 BUANGKOK VIEW,"BLK 9 ,L1 BUANGKOK GREEN MED PARK (IMH)",SINGAPORE,539747
400191,NATIONAL HEALTHCARE GROUP PHARMACY,CHANGI SOUTH CENTRAL WAREHOUSE,"17 CHANGI SOUTH STREET 2 SLC 1, LEVEL 4",SINGAPORE,486349
400194,ALLIANCE PHARM PTE LTD,25 BUKIT BATOK CRESCENT,"#07-04/05/06, THE ELITIST",SINGAPORE,658066
500047,MEDIC DRUGSTORE PTE LTD,BLOCK 1 TANJONG PAGAR PLAZA,#01-26/27,SINGAPORE,082001
500102,UNITY BY FAIRPRICE (MP) MARINE PARADE CENTRAL,BLOCK 6 MARINE PARADE CTR.,,SINGAPORE,449411
500116,NTUC FP LTD - BEDOK NORTH,BLOCK 212 BEDOK NORTH ST. 1,#01-147,SINGAPORE,460212
500266,CHONG HOE CHINESE MEDICAL STORE P/L EVERY FRIDAY P,61 SERANGOON GARDEN WAY,,SINGAPORE,555957
501160,HUB MEDICAL DRUGSTORE PTE LTD,8 KAKI BUKIT RD. 2,#04-29 RUBY WAREHOUSE COMP,SINGAPORE,417841
501401,P & L PHARMACY PTE LTD,19 TANGLIN RD.,#01-40 TANGLIN SHOPPING CTR.,SINGAPORE,247909
501531,NTUC FP LTD - BTP,1 JALAN ANAK BUKIT,#B1/B2-01 BKT. TIMAH PLAZA,SINGAPORE,588996
501696,PARKWAY SHENTON P/L-EXECUTIVE HEALTH SCREENERS,#02-36 GLENEAGLES HOSP ANNEXE BLK,6A NAPIER ROAD,SINGAPORE,258500
501806,APEX PHARMA MARKETING PTE LTD,4 LOYANG WAY 1,,SINGAPORE,508708
502251,NTUC FP LTD - 420 AMK HYPERMART,53 ANG MO KIO AVENUE 3,#B1-26,SINGAPORE,569933
800011,LEE CLINIC - DR PRISCILLA LIM,BLOCK 123 BEDOK NORTH ST. 2,#01-156,SINGAPORE,460123
800468,THYE HIN HOE MEDICAL STORE,BLOCK 208 NEW UPPER CHANGI RD.,#01-683,SINGAPORE,460208
801898,DRS.LIM HWANG & LIANG PTE LTD,BLOCK 476 TAMPINES ST. 44,#01-173,SINGAPORE,520476
802089,S&L FAMILY CLINIC-DR SIU YOUNG TONG,BLOCK 729 YISHUN ST 71,#01-105,SINGAPORE,760729
802480,UNITED FAMILY CLINIC- DR NG CHOON HEE,BLOCK 163 ANG MO KIO AVENUE 4,#01-416,SINGAPORE,560163
802792,BOK FAMILY CLINIC - DR BOK TECK SUN,BLOCK 117 BEDOK RESERVOIR RD.,#01-58,SINGAPORE,470117
802800,W.P. SIM FAMILY CLINIC & SURG- DR SIM WEE PENG,BLOCK 153 SERANGOON NORTH AVE 1,#01-548,SINGAPORE,550153
802865,AMERICAN INTERNATIONAL CLINIC P/L- DR ZAKOWICH,10 SINARAN DRIVE,#10-10 NOVENA MEDICAL CENTER,SINGAPORE,307506
803306,JL MEDICAL(YEW TEE)P/L- DR TANG C/O TEMASEK MEDICA,BLOCK 624 CHOA CHU KANG ST. 62,#01-226,SINGAPORE,689142
803589,SILVER CROSS HEALTHCARE P/L- DR WONG WENG HONG,275A HOLLAND AVENUE,,SINGAPORE,278993
803848,OSTEOPOROSIS CL & ORTHOPAEDIC SURG- DR S T LEE,3 MOUNT ELIZABETH,#14-06 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
804152,EASTERN CLINIC & SURGERY P/L- DR TAN CHIN HOR,BLOCK 318 JURONG EAST ST. 31,#01-48,SINGAPORE,600318
804217,GREENLIFE CLINIC & SURG P/L- DR WONG WENG YEW,11 CANBERRA RD.,#02-01 SEMBAWANG MRT STATION,SINGAPORE,759775
804363,DR PETER L.H. HWANG CLINIC,820 THOMSON RD.,#06-54 MT ALVERNIA HOSP MEDICAL CTR D,SINGAPORE,574623
804439,CARE MEDICAL CLINIC - LEE WEE KHENG,BLOCK 683 HOUGANG AVENUE 8,#01-931,SINGAPORE,530631
804508,USRAH MEDICAL CLINIC- DR ROHANI BINTE SAPTU,BLOCK 510 BEDOK NORTH ST. 3,#01-25,SINGAPORE,460510
804540,CHOICE CLINIC & SURGERY- DR TAN KEE LING,BLOCK 548 WOODLANDS DRIVE 44,#02-21 VISTA POINT,SINGAPORE,730548
804734,DR STEVEN ANG AESTHETIC & FAMILY CLINIC P/L,BLOCK 75D REDHILL RD.,#01-112,SINGAPORE,154075
804853,ANG YONG GUAN PSYCHIATRY- DR ANG YONG GUAN,290 ORCHARD RD.,#11-09 PARAGON,SINGAPORE,238859
805040,DRS BAIN & PARTNERS LLP,1 RAFFLES QUAY,#09-03 ONE RAFFLES QUAY NORTH TOWER,SINGAPORE,048583
805136,HEALTHPLUS MEDICAL P/L-DR EUGENELIM,BLOCK 78A TELOK BLANGAH ST. 32,#01-02,SINGAPORE,101078
805153,"C S LIM COLON, RECTUM & GENERAL SURGERY",6 NAPIER RD.,#07-04 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
805260,E.J.TAN CLINIC & SURGERY- DR LIM CHIEN CHUAN,BLOCK 104 JURONG EAST ST. 13,#01-100,SINGAPORE,600104
805342,DR SOH FAMILY CLINIC- DR SOH CHERN TAU,BLOCK 966 JURONG WEST ST. 93,#01-221,SINGAPORE,640966
805349,SHARON DENTAL & SURGERY PTE LTD,10 JALAN SERENE,#02-13 SERENE CENTRE,SINGAPORE,258748
805395,ADMIRALTY FAMILY CLINIC- DR FRANK LEE,BLOCK 678A WOODLAND AVENUE 6,#01-14,SINGAPORE,731678
805411,KAO & TAN MED CTR & SURG P/L- DR KAO WEI HSING,BLOCK 18 JALAN MEMBINA,#02-03,SINGAPORE,164018
805429,TAY CLINIC - DR TAY BOON CHONG,494 GEYLANG RD.,,SINGAPORE,389452
805538,TEMASEK CLINIC & SURGERY- DR GERARD LIM YOONG CHE,BLOCK 73 BEDOK SOUTH AVENUE 3,#01-460,SINGAPORE,460073
807020,ASPEN CLINIC P/L - DR WONG KIN CHAN,283 BISHAN ST. 22,#01-185,SINGAPORE,570283
807128,OASIS FAMILY CLINIC (OASIS MEDICAL SERVICES P/L),BLOCK 56 NEW UPPER CHANGI RD.,#01-1322,SINGAPORE,461056
807340,SERVIER (S) PTE LTD,67 UBI AVENUE 1,#06-08 STARHUB GREEN,SINGAPORE,408942
807577,G + PHARMA PTE LTD,16 SHAW ROAD,#03-09 KIN BUILDING,SINGAPORE,367594
900001,MOHAMED MUSTAFA & SAMSUDDIN CO P/L,145 SYED ALWI RD.,MUSTAFA CTR.,SINGAPORE,207704
900221,GUARDIAN H & B- 020 HOLLAND SHOPPING C,211 HOLLAND AVENUE,#01-11 HOLLAND SHOPPING CTR.,SINGAPORE,278967
900225,GUARDIAN H & B- 002 JALAN JELITA,293 HOLLAND RD.,"JLN JELITA, 1ST FLOOR, COLD STORAGE",SINGAPORE,278628
900228,GUARDIAN H & B-WAREHOUSE(TAMPINES)*,21 TAMPINES NORTH DRIVE 2,#03-01,SINGAPORE,528765
900234,GUARDIAN H & B- 006 PARKWAY PARADE,80 MARINE PARADE RD.,#B1-84 PARKWAY PARADE,SINGAPORE,449269
900239,GUARDIAN H & B- 010 RAFFLES CITY,252 NORTH BRIDGE RD.,#B1-11 RAFFLES CITY SHOPPING CENTRE,SINGAPORE,179103
900241,GUARDIAN H & B- 007 SERANGOON,66 SERANGOON GARDEN WAY,,SINGAPORE,555962
900250,GUARDIAN H & B- S361 THOMSON PLAZA,301 UPPER THOMSON RD.,#03-28 THOMSON PLAZA,SINGAPORE,574408
