CallChannel,NbCall,SourceID,FiscalYear,ProductName_Level2
Face to Face,12,0011i000001xmfPAAQ,2019/2020,Valdoxan
Face to Face,12,0011i000001xmiFAAQ,2019/2020,Coveram
Face to Face,12,0011i000001xmkZAAQ,2019/2020,Daflon 500
Face to Face,12,0011i000001xmm2AAA,2019/2020,Coveram
Face to Face,12,0011i000001xmm2AAA,2019/2020,Triplixam
Face to Face,12,0011i000001xmmnAAA,2019/2020,Coveram
Face to Face,12,0011i000001xmpGAAQ,2019/2020,Daflon 500
Face to Face,12,0011i000001xmpjAAA,2019/2020,Diamicron MR
Face to Face,12,0011i000001xmrHAAQ,2019/2020,Coveram
Face to Face,12,0011i000001xmrHAAQ,2019/2020,Diamicron MR
Face to Face,12,0011i000001xmrHAAQ,2020/2021,Vastarel XR 80
Face to Face,12,0011i000001xms8AAA,2019/2020,Coveram
Face to Face,12,0011i000001xms8AAA,2019/2020,Triplixam
Face to Face,12,0011i000001xmsCAAQ,2019/2020,Coralan
Face to Face,12,0011i000001xmsCAAQ,2019/2020,Vastarel MR
Face to Face,12,0011i000001xmsEAAQ,2019/2020,Diamicron MR
Face to Face,12,0011i000001xmsXAAQ,2019/2020,Coveram
Face to Face,12,0011i000001xmsXAAQ,2019/2020,Diamicron MR
Face to Face,12,0011i000001xmt1AAA,2019/2020,Diamicron MR
Face to Face,12,0011i000001xmvbAAA,2019/2020,Coversyl Plus
Face to Face,12,0011i000001xn4AAAQ,2019/2020,Diamicron MR
Face to Face,12,0011i000001xn4vAAA,2019/2020,Diamicron MR
Face to Face,12,0011i000001xn4vAAA,2019/2020,NatSR/Natrixam
Face to Face,12,0011i000001xn5mAAA,2019/2020,Daflon 1000
Face to Face,12,0011i000001xn5mAAA,2020/2021,Diamicron MR
Face to Face,12,0011i000001xn8LAAQ,2019/2020,Coralan
Face to Face,12,0011i000001xn8LAAQ,2019/2020,Vastarel MR
Face to Face,12,0011i000001xn8LAAQ,2020/2021,Vastarel XR 80
Face to Face,12,0011i000001xn8MAAQ,2019/2020,Deprexis
Face to Face,12,0011i000001xnAVAAY,2019/2020,Coralan
Face to Face,12,0011i000001xnBPAAY,2019/2020,Diamicron MR
Face to Face,12,0011i000001xncLAAQ,2019/2020,Coralan
Face to Face,12,0011i000001xnFBAAY,2019/2020,Coversyl Plus
Face to Face,12,0011i000001xnGYAAY,2019/2020,Valdoxan
Face to Face,12,0011i000001xnHhAAI,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnHmAAI,2019/2020,Valdoxan
Face to Face,12,0011i000001xnIBAAY,2019/2020,Coralan
Face to Face,12,0011i000001xnK2AAI,2019/2020,Coveram
Face to Face,12,0011i000001xnL0AAI,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnLVAAY,2019/2020,Coversyl Plus
Face to Face,12,0011i000001xnT9AAI,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnTkAAI,2019/2020,NatSR/Natrixam
Face to Face,12,0011i000001xnTLAAY,2019/2020,Coveram
Face to Face,12,0011i000001xnTLAAY,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnTLAAY,2019/2020,Natrixam
Face to Face,12,0011i000001xnTqAAI,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnTqAAI,2019/2020,NatSR/Natrixam
Face to Face,12,0011i000001xnUvAAI,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnUZAAY,2019/2020,Diamicron MR
Face to Face,12,0011i000001xnUZAAY,2019/2020,NatSR/Natrixam
Face to Face,12,0011i000001xnVcAAI,2020/2021,Coveram
Face to Face,12,0011i000001xnVPAAY,2019/2020,Daflon 1000
Face to Face,12,0011i000001xnVZAAY,2019/2020,Daflon 1000
Face to Face,12,0011i000001xnVZAAY,2020/2021,Daflon 1000
Face to Face,12,0011i000001xnXNAAY,2020/2021,Valdoxan
Face to Face,12,0011i000001xnYtAAI,2020/2021,Daflon 1000
Face to Face,12,0011i000006WatAAAS,2019/2020,Coveram
Face to Face,12,0011i000006WatAAAS,2020/2021,Vastarel XR 80
Face to Face,12,0011i00000KM4QcAAL,2019/2020,Coveram
Messages,12,0011i000001xnTlAAI,2020/2021,Valdoxan
Messages,12,0011i000001xnVHAAY,2020/2021,Diamicron MR
Remote-detailing,12,0011i000001xnTlAAI,2019/2020,Valdoxan
Remote-detailing,12,0011i000001xnVSAAY,2019/2020,NatSR/Natrixam
Remote-detailing,12,0011i000001xnVVAAY,2019/2020,NatSR/Natrixam
Email,11,Undefined,2020/2021,Onivyde
Face to Face,11,0011i000001xmbNAAQ,2019/2020,Coversyl
Face to Face,11,0011i000001xmcqAAA,2019/2020,Natrixam
Face to Face,11,0011i000001xmcqAAA,2019/2020,Triplixam
Face to Face,11,0011i000001xmeYAAQ,2019/2020,Daflon 500
Face to Face,11,0011i000001xmiFAAQ,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xmkLAAQ,2019/2020,Coversyl Plus
Face to Face,11,0011i000001xmkZAAQ,2020/2021,Daflon 1000
Face to Face,11,0011i000001xmm2AAA,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xmm2AAA,2020/2021,Vastarel XR 80
Face to Face,11,0011i000001xmm3AAA,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xmmnAAA,2019/2020,Triplixam
Face to Face,11,0011i000001xmrMAAQ,2019/2020,Diamicron MR
Face to Face,11,0011i000001xmrMAAQ,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xmsYAAQ,2020/2021,Vastarel XR 80
Face to Face,11,0011i000001xmvMAAQ,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xmyrAAA,2019/2020,Triplixam
Face to Face,11,0011i000001xn0nAAA,2019/2020,Coveram
Face to Face,11,0011i000001xn0nAAA,2019/2020,Diamicron MR
Face to Face,11,0011i000001xn2yAAA,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xn7rAAA,2019/2020,Triplixam
Face to Face,11,0011i000001xn7rAAA,2019/2020,Vastarel MR
Face to Face,11,0011i000001xn8yAAA,2019/2020,Coveram
Face to Face,11,0011i000001xn8yAAA,2019/2020,Triplixam
Face to Face,11,0011i000001xnBOAAY,2019/2020,Triplixam
Face to Face,11,0011i000001xnBVAAY,2019/2020,Coralan
Face to Face,11,0011i000001xnCdAAI,2019/2020,Coveram
Face to Face,11,0011i000001xnckAAA,2019/2020,Coralan
Face to Face,11,0011i000001xnDAAAY,2019/2020,Coralan
Face to Face,11,0011i000001xnDAAAY,2019/2020,Vastarel MR
Face to Face,11,0011i000001xnFgAAI,2020/2021,Valdoxan
Face to Face,11,0011i000001xnFQAAY,2019/2020,Diamicron MR
Face to Face,11,0011i000001xnHmAAI,2020/2021,Valdoxan
Face to Face,11,0011i000001xnKdAAI,2019/2020,Coveram
Face to Face,11,0011i000001xnLdAAI,2020/2021,Vastarel XR 80
Face to Face,11,0011i000001xnOeAAI,2019/2020,Cosyrel
Face to Face,11,0011i000001xnOeAAI,2019/2020,Vastarel MR
Face to Face,11,0011i000001xnP5AAI,2019/2020,Coveram
Face to Face,11,0011i000001xnP5AAI,2019/2020,Triplixam
Face to Face,11,0011i000001xnQjAAI,2019/2020,Diamicron MR
Face to Face,11,0011i000001xnQjAAI,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xnSWAAY,2019/2020,Cedraflon
Face to Face,11,0011i000001xnSWAAY,2019/2020,Coversyl Plus
Face to Face,11,0011i000001xnSWAAY,2019/2020,Daflon 500
Face to Face,11,0011i000001xnVwAAI,2019/2020,Coveram
Face to Face,11,0011i000001xnVwAAI,2019/2020,Triplixam
Face to Face,11,0011i000001xnW2AAI,2020/2021,Vastarel XR 80
Face to Face,11,0011i000001xnXuAAI,2019/2020,Coveram
Face to Face,11,0011i000001xnXuAAI,2019/2020,NatSR/Natrixam
Face to Face,11,0011i000001xnY7AAI,2019/2020,Diamicron MR
Face to Face,11,0011i000001xnYtAAI,2019/2020,Daflon 1000
Face to Face,11,0011i000001xnYtAAI,2019/2020,Daflon 500
Face to Face,11,0011i000007EavqAAC,2019/2020,Triplixam
Face to Face,11,0011i000007EVH6AAO,2020/2021,Coversyl Family
Face to Face,11,0011i00000FI0L7AAL,2019/2020,Coralan
Face to Face,11,0011i00000FI0L7AAL,2019/2020,Vastarel MR
Messages,11,0011i000001xnTkAAI,2020/2021,Coralan
Messages,11,0011i000001xnTkAAI,2020/2021,Diamicron MR
Messages,11,0011i000001xnTlAAI,2020/2021,Coralan
Remote-detailing,11,0011i000001xnCQAAY,2019/2020,Valdoxan
Face to Face,10,0011i000001xmcqAAA,2019/2020,Daflon 500
Face to Face,10,0011i000001xmfeAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xmfGAAQ,2020/2021,Coversyl Family
Face to Face,10,0011i000001xmfLAAQ,2019/2020,Diamicron MR
Face to Face,10,0011i000001xmg2AAA,2019/2020,Triplixam
Face to Face,10,0011i000001xmgyAAA,2019/2020,Daflon 500
Face to Face,10,0011i000001xmgZAAQ,2019/2020,Daflon 500
Face to Face,10,0011i000001xmkdAAA,2019/2020,Daflon 500
Face to Face,10,0011i000001xmkLAAQ,2019/2020,Coveram
Face to Face,10,0011i000001xmkLAAQ,2020/2021,Diamicron MR
Face to Face,10,0011i000001xmmnAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xmp2AAA,2020/2021,Vastarel XR 80
Face to Face,10,0011i000001xmpzAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xmpzAAA,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xmrHAAQ,2019/2020,Coversyl
Face to Face,10,0011i000001xmrHAAQ,2019/2020,Vastarel MR
Face to Face,10,0011i000001xmsXAAQ,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xmsYAAQ,2020/2021,Coralan
Face to Face,10,0011i000001xmvKAAQ,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xmvqAAA,2019/2020,Coveram
Face to Face,10,0011i000001xmvqAAA,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xmvqAAA,2020/2021,Diamicron MR
Face to Face,10,0011i000001xmyQAAQ,2019/2020,Coralan
Face to Face,10,0011i000001xmyQAAQ,2019/2020,Vastarel MR
Face to Face,10,0011i000001xmz9AAA,2019/2020,Triplixam
Face to Face,10,0011i000001xmzxAAA,2019/2020,Coveram
Face to Face,10,0011i000001xmzxAAA,2019/2020,Triplixam
Face to Face,10,0011i000001xn0nAAA,2019/2020,Coversyl
Face to Face,10,0011i000001xn0wAAA,2019/2020,Deprexis
Face to Face,10,0011i000001xn0WAAQ,2019/2020,Coralan
Face to Face,10,0011i000001xn2DAAQ,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xn35AAA,2019/2020,Valdoxan
Face to Face,10,0011i000001xn3SAAQ,2019/2020,Cedraflon
Face to Face,10,0011i000001xn3SAAQ,2019/2020,Daflon 500
Face to Face,10,0011i000001xn3SAAQ,2020/2021,Daflon 1000
Face to Face,10,0011i000001xn4SAAQ,2019/2020,Coversyl
Face to Face,10,0011i000001xn69AAA,2019/2020,Daflon 500
Face to Face,10,0011i000001xn6BAAQ,2019/2020,Daflon 500
Face to Face,10,0011i000001xn7rAAA,2019/2020,Coralan
Face to Face,10,0011i000001xn7rAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xn8MAAQ,2020/2021,Valdoxan
Face to Face,10,0011i000001xn8nAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xn8oAAA,2020/2021,Valdoxan
Face to Face,10,0011i000001xn8qAAA,2019/2020,Coveram
Face to Face,10,0011i000001xn8yAAA,2019/2020,Diamicron MR
Face to Face,10,0011i000001xn9UAAQ,2019/2020,Coversyl
Face to Face,10,0011i000001xn9UAAQ,2020/2021,Natrilix Family
Face to Face,10,0011i000001xnAjAAI,2020/2021,Coversyl Family
Face to Face,10,0011i000001xnAjAAI,2020/2021,Vastarel XR 80
Face to Face,10,0011i000001xnAMAAY,2019/2020,Diamicron MR
Face to Face,10,0011i000001xnbtAAA,2019/2020,Vastarel MR
Face to Face,10,0011i000001xnBVAAY,2019/2020,Vastarel MR
Face to Face,10,0011i000001xnCJAAY,2019/2020,Coralan
Face to Face,10,0011i000001xnCJAAY,2019/2020,Coveram
Face to Face,10,0011i000001xnczAAA,2019/2020,Vastarel MR
Face to Face,10,0011i000001xnDAAAY,2019/2020,Coveram
Face to Face,10,0011i000001xnDAAAY,2019/2020,Triplixam
Face to Face,10,0011i000001xnF7AAI,2019/2020,Diamicron MR
Face to Face,10,0011i000001xnK2AAI,2019/2020,Daflon 500
Face to Face,10,0011i000001xnK8AAI,2019/2020,Coveram
Face to Face,10,0011i000001xnK8AAI,2019/2020,Triplixam
Face to Face,10,0011i000001xnKyAAI,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xnLdAAI,2019/2020,Coralan
Face to Face,10,0011i000001xnLdAAI,2019/2020,Vastarel MR
Face to Face,10,0011i000001xnLVAAY,2020/2021,Diamicron MR
Face to Face,10,0011i000001xnMwAAI,2020/2021,Diamicron MR
Face to Face,10,0011i000001xnMwAAI,2020/2021,NatSR/Natrixam
Face to Face,10,0011i000001xnP4AAI,2019/2020,Diamicron MR
Face to Face,10,0011i000001xnP5AAI,2019/2020,Cedraflon
Face to Face,10,0011i000001xnPMAAY,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xnPnAAI,2019/2020,Diamicron MR
Face to Face,10,0011i000001xnPQAAY,2019/2020,Coversyl Plus
Face to Face,10,0011i000001xnQ0AAI,2019/2020,Daflon 500
Face to Face,10,0011i000001xnQGAAY,2019/2020,Valdoxan
Face to Face,10,0011i000001xnSHAAY,2020/2021,Coralan
Face to Face,10,0011i000001xnTSAAY,2019/2020,Triplixam
Face to Face,10,0011i000001xnTUAAY,2019/2020,Coveram
Face to Face,10,0011i000001xnTUAAY,2019/2020,Triplixam
Face to Face,10,0011i000001xnTzAAI,2019/2020,Daflon 500
Face to Face,10,0011i000001xnU8AAI,2019/2020,NatSR/Natrixam
Face to Face,10,0011i000001xnUOAAY,2019/2020,Coveram
Face to Face,10,0011i000001xnUOAAY,2019/2020,Triplixam
Face to Face,10,0011i000001xnVFAAY,2019/2020,Daflon 500
Face to Face,10,0011i000001xnVhAAI,2020/2021,NatSR/Natrixam
Face to Face,10,0011i000001xnVPAAY,2020/2021,Vastarel XR 80
Face to Face,10,0011i000001xnW2AAI,2019/2020,Daflon 500
Face to Face,10,0011i000002Id70AAC,2019/2020,Coralan
Face to Face,10,0011i000002Id73AAC,2019/2020,Triplixam
Face to Face,10,0011i000006WatAAAS,2019/2020,Triplixam
Face to Face,10,0011i000007EVH6AAO,2019/2020,Coveram
Face to Face,10,0011i000007EVH6AAO,2019/2020,Triplixam
Messages,10,0011i000001xnVLAAY,2020/2021,Coralan
Remote-detailing,10,0011i000001xnVJAAY,2019/2020,Valdoxan
Undefined,10,0011i000001xmuFAAQ,2019/2020,Daflon 500
Face to Face,9,0011i000001xmbmAAA,2019/2020,Cedraflon
Face to Face,9,0011i000001xmbmAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xmbtAAA,2019/2020,Valdoxan
Face to Face,9,0011i000001xmcqAAA,2019/2020,Cedraflon
Face to Face,9,0011i000001xmcqAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmd4AAA,2020/2021,Cosyrel
Face to Face,9,0011i000001xmdTAAQ,2020/2021,Diamicron MR
Face to Face,9,0011i000001xmerAAA,2019/2020,Vastarel MR
Face to Face,9,0011i000001xmfeAAA,2019/2020,Coveram
Face to Face,9,0011i000001xmfeAAA,2019/2020,Triplixam
Face to Face,9,0011i000001xmgyAAA,2019/2020,Cedraflon
Face to Face,9,0011i000001xmgyAAA,2019/2020,Coveram
Face to Face,9,0011i000001xmgyAAA,2019/2020,Coversyl Plus
Face to Face,9,0011i000001xmiFAAQ,2019/2020,Coversyl
Face to Face,9,0011i000001xmk0AAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmkPAAQ,2019/2020,Triplixam
Face to Face,9,0011i000001xmkPAAQ,2020/2021,Diamicron MR
Face to Face,9,0011i000001xmlRAAQ,2020/2021,Diamicron MR
Face to Face,9,0011i000001xmlUAAQ,2019/2020,Coveram
Face to Face,9,0011i000001xmlUAAQ,2019/2020,Triplixam
Face to Face,9,0011i000001xmm3AAA,2019/2020,Coralan
Face to Face,9,0011i000001xmm3AAA,2020/2021,Vastarel XR 80
Face to Face,9,0011i000001xmmnAAA,2019/2020,Cedraflon
Face to Face,9,0011i000001xmmnAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xmmOAAQ,2019/2020,Daflon 500
Face to Face,9,0011i000001xmmwAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmnqAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmp2AAA,2020/2021,Coralan
Face to Face,9,0011i000001xmpGAAQ,2020/2021,Diamicron MR
Face to Face,9,0011i000001xmpQAAQ,2019/2020,Daflon 500
Face to Face,9,0011i000001xms8AAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmsBAAQ,2019/2020,Coversyl Plus
Face to Face,9,0011i000001xmsEAAQ,2020/2021,Vastarel XR 80
Face to Face,9,0011i000001xmsXAAQ,2020/2021,Coveram
Face to Face,9,0011i000001xmsXAAQ,2020/2021,NatSR/Natrixam
Face to Face,9,0011i000001xmuvAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xmvbAAA,2019/2020,Daflon 1000
Face to Face,9,0011i000001xmvsAAA,2019/2020,Coveram
Face to Face,9,0011i000001xmxbAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xmz2AAA,2019/2020,Coralan
Face to Face,9,0011i000001xmz9AAA,2019/2020,Coveram
Face to Face,9,0011i000001xmzxAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xn0bAAA,2019/2020,Coralan
Face to Face,9,0011i000001xn0bAAA,2019/2020,Vastarel MR
Face to Face,9,0011i000001xn0nAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xn0wAAA,2020/2021,Valdoxan
Face to Face,9,0011i000001xn0WAAQ,2019/2020,Vastarel MR
Face to Face,9,0011i000001xn0xAAA,2019/2020,Daflon 1000
Face to Face,9,0011i000001xn0xAAA,2020/2021,Daflon 1000
Face to Face,9,0011i000001xn0ZAAQ,2019/2020,Coveram
Face to Face,9,0011i000001xn1nAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xn3xAAA,2019/2020,Valdoxan
Face to Face,9,0011i000001xn4AAAQ,2019/2020,Daflon 500
Face to Face,9,0011i000001xn5gAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xn5mAAA,2020/2021,Coversyl Family
Face to Face,9,0011i000001xn5oAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xn7rAAA,2019/2020,Cosyrel
Face to Face,9,0011i000001xn7zAAA,2019/2020,Daflon 500
Face to Face,9,0011i000001xn7zAAA,2020/2021,Diamicron MR
Face to Face,9,0011i000001xn8NAAQ,2020/2021,Vastarel XR 80
Face to Face,9,0011i000001xn8yAAA,2019/2020,NatSR/Natrixam
Face to Face,9,0011i000001xn8yAAA,2020/2021,Diamicron MR
Face to Face,9,0011i000001xn9AAAQ,2020/2021,Diamicron MR
Face to Face,9,0011i000001xn9MAAQ,2019/2020,Diamicron MR
Face to Face,9,0011i000001xn9UAAQ,2019/2020,NatSR/Natrixam
Face to Face,9,0011i000001xnAbAAI,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnAbAAI,2020/2021,Vastarel XR 80
Face to Face,9,0011i000001xnarAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnAVAAY,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnAZAAY,2020/2021,Diamicron MR
Face to Face,9,0011i000001xnBOAAY,2019/2020,Coveram
Face to Face,9,0011i000001xnBOAAY,2019/2020,Coversyl
Face to Face,9,0011i000001xnBOAAY,2019/2020,Daflon 500
Face to Face,9,0011i000001xnbtAAA,2020/2021,Vastarel XR 80
Face to Face,9,0011i000001xncdAAA,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnCJAAY,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnCnAAI,2019/2020,Coveram
Face to Face,9,0011i000001xnCnAAI,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnCnAAI,2019/2020,Triplixam
Face to Face,9,0011i000001xnczAAA,2019/2020,Coralan
Face to Face,9,0011i000001xnDaAAI,2019/2020,Coversyl
Face to Face,9,0011i000001xnDmAAI,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnFBAAY,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnFBAAY,2020/2021,Diamicron MR
Face to Face,9,0011i000001xnFiAAI,2019/2020,Coralan
Face to Face,9,0011i000001xnFiAAI,2019/2020,Vastarel MR
Face to Face,9,0011i000001xnFVAAY,2019/2020,Daflon 500
Face to Face,9,0011i000001xnGmAAI,2019/2020,Triplixam
Face to Face,9,0011i000001xnGWAAY,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnGWAAY,2019/2020,NatSR/Natrixam
Face to Face,9,0011i000001xnHVAAY,2019/2020,Coralan
Face to Face,9,0011i000001xnJ2AAI,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnK2AAI,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnLdAAI,2019/2020,Coveram
Face to Face,9,0011i000001xnLdAAI,2019/2020,Coversyl Plus
Face to Face,9,0011i000001xnLqAAI,2019/2020,Coveram
Face to Face,9,0011i000001xnLqAAI,2019/2020,Triplixam
Face to Face,9,0011i000001xnPnAAI,2019/2020,Daflon 500
Face to Face,9,0011i000001xnPQAAY,2020/2021,Diamicron MR
Face to Face,9,0011i000001xnSgAAI,2019/2020,Daflon 500
Face to Face,9,0011i000001xnSWAAY,2019/2020,Coveram
Face to Face,9,0011i000001xnT9AAI,2019/2020,NatSR/Natrixam
Face to Face,9,0011i000001xnTUAAY,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnVPAAY,2020/2021,Coralan
Face to Face,9,0011i000001xnVZAAY,2020/2021,Coversyl Family
Face to Face,9,0011i000001xnYrAAI,2019/2020,Daflon 500
Face to Face,9,0011i000001xnYvAAI,2019/2020,Diamicron MR
Face to Face,9,0011i000001xnZ2AAI,2020/2021,Diamicron MR
Face to Face,9,0011i000001xnZ2AAI,2020/2021,NatSR/Natrixam
Face to Face,9,0011i000006WatAAAS,2019/2020,Coversyl
Face to Face,9,0011i000006WatAAAS,2019/2020,Vastarel MR
Face to Face,9,0011i000007EavqAAC,2019/2020,Coveram
Face to Face,9,0011i000007EVH6AAO,2020/2021,Diamicron MR
Face to Face,9,0011i00000W3E2aAAF,2020/2021,Daflon 1000
Messages,9,0011i000001xnVKAAY,2020/2021,Valdoxan
Phone,9,Undefined,2020/2021,Daflon 500
Remote-detailing,9,0011i000001xnVSAAY,2019/2020,Diamicron MR
Remote-detailing,9,0011i000001xnVVAAY,2019/2020,Diamicron MR
Undefined,9,0011i000001xmuFAAQ,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmarAAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmarAAA,2019/2020,Vastarel MR
Face to Face,8,0011i000001xmbmAAA,2019/2020,Coversyl Plus
Face to Face,8,0011i000001xmbmAAA,2019/2020,NatSR/Natrixam
Face to Face,8,0011i000001xmbvAAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmcGAAQ,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmcPAAQ,2019/2020,Daflon 500
Face to Face,8,0011i000001xmcqAAA,2020/2021,Diamicron MR
Face to Face,8,0011i000001xmd1AAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmdUAAQ,2019/2020,Vastarel MR
Face to Face,8,0011i000001xmfbAAA,2019/2020,Valdoxan
Face to Face,8,0011i000001xmfeAAA,2019/2020,Valdoxan
Face to Face,8,0011i000001xmg2AAA,2019/2020,Coveram
Face to Face,8,0011i000001xmg2AAA,2019/2020,Daflon 500
Face to Face,8,0011i000001xmg2AAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmgyAAA,2019/2020,Daflon 1000
Face to Face,8,0011i000001xmjiAAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmjiAAA,2019/2020,NatSR/Natrixam
Face to Face,8,0011i000001xmjsAAA,2019/2020,Valdoxan
Face to Face,8,0011i000001xmjsAAA,2020/2021,Coversyl Family
Face to Face,8,0011i000001xmkPAAQ,2019/2020,Daflon 500
Face to Face,8,0011i000001xmkPAAQ,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmkPAAQ,2020/2021,Coversyl Family
Face to Face,8,0011i000001xmkPAAQ,2020/2021,Daflon 500
Face to Face,8,0011i000001xmkZAAQ,2019/2020,Daflon 1000
Face to Face,8,0011i000001xmlUAAQ,2019/2020,NatSR/Natrixam
Face to Face,8,0011i000001xmlvAAA,2020/2021,Coversyl Family
Face to Face,8,0011i000001xmm3AAA,2020/2021,Diamicron MR
Face to Face,8,0011i000001xmmFAAQ,2020/2021,Diamicron MR
Face to Face,8,0011i000001xmmnAAA,2019/2020,Coversyl Plus
Face to Face,8,0011i000001xmnBAAQ,2019/2020,Coralan
Face to Face,8,0011i000001xmnBAAQ,2020/2021,Vastarel XR 80
Face to Face,8,0011i000001xmnqAAA,2019/2020,Coveram
Face to Face,8,0011i000001xmnqAAA,2019/2020,Triplixam
Face to Face,8,0011i000001xmpjAAA,2019/2020,Daflon 500
Face to Face,8,0011i000001xmpQAAQ,2020/2021,Daflon 1000
Face to Face,8,0011i000001xmrHAAQ,2020/2021,Coralan
Face to Face,8,0011i000001xmrMAAQ,2020/2021,Diamicron MR
Face to Face,8,0011i000001xms8AAA,2019/2020,Cosyrel
Face to Face,8,0011i000001xmsEAAQ,2020/2021,Coralan
Face to Face,8,0011i000001xmtNAAQ,2019/2020,Coveram
Face to Face,8,0011i000001xmuhAAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmv1AAA,2019/2020,Daflon 500
Face to Face,8,0011i000001xmvcAAA,2019/2020,Valdoxan
Face to Face,8,0011i000001xmwGAAQ,2019/2020,Valdoxan
Face to Face,8,0011i000001xmy1AAA,2019/2020,Daflon 500
Face to Face,8,0011i000001xmy1AAA,2020/2021,Daflon 1000
Face to Face,8,0011i000001xmy2AAA,2019/2020,Coralan
Face to Face,8,0011i000001xmy2AAA,2019/2020,Vastarel MR
Face to Face,8,0011i000001xmy2AAA,2020/2021,Vastarel XR 80
Face to Face,8,0011i000001xmygAAA,2019/2020,Coversyl
Face to Face,8,0011i000001xmygAAA,2019/2020,Triplixam
Face to Face,8,0011i000001xmyrAAA,2019/2020,Diamicron MR
Face to Face,8,0011i000001xmz9AAA,2019/2020,Coversyl Plus
Face to Face,8,0011i000001xmzHAAQ,2019/2020,Daflon 500
Face to Face,8,0011i000001xn0WAAQ,2020/2021,Vastarel XR 80
Face to Face,8,0011i000001xn1iAAA,2019/2020,Cosyrel
